License Issue Date,License Number,Animal's Name,Species,Primary Breed,Secondary Breed,ZIP Code
August 01 2017,429876,Finnegan,Cat,Domestic Shorthair,,98119
August 01 2017,S133868,Sayyida,Cat,Snowshoe,,98108
August 01 2017,433698,Diana,Cat,Siamese,,98125
August 01 2017,433075,Frodo,Cat,Siamese,,98125
August 01 2017,S133796,Charlie,Cat,Domestic Shorthair,,98103
August 01 2017,S133869,Chandni,Cat,Domestic Shorthair,,98103
August 01 2017,S133870,Nieva,Cat,Domestic Shorthair,,98103
August 01 2017,425668,Butterball,Cat,American Shorthair,,98118
August 01 2017,433555,Boris,Cat,Domestic Medium Hair,,98107
August 01 2017,428486,Faith,Cat,Domestic Shorthair,,98107
August 02 2017,578237,Tigger,Cat,Domestic Shorthair,,98109
August 02 2017,577996,Miss Kitti,Cat,Domestic Shorthair,,98118
August 02 2017,S132158,Isabelle,Cat,Domestic Shorthair,,98119
August 02 2017,S132157,Henry,Cat,Domestic Medium Hair,,98119
August 02 2017,S133547,Cheerio,Cat,Domestic Shorthair,,98119
August 02 2017,429222,Daniel,Cat,Domestic Shorthair,,98117
August 02 2017,443859,Loki,Cat,Domestic Shorthair,,98117
August 02 2017,434835,Aspen,Cat,Balinese,,98115
August 02 2017,S133784,Beans,Goat,Miniature,,98106
August 02 2017,578976,Giorgio,Cat,Domestic Longhair,,98119
August 02 2017,578977,Isabella,Cat,Domestic Longhair,,98119
August 02 2017,S133811,Mina,Cat,Domestic Shorthair,,98118
August 02 2017,833865,Glen,Cat,American Shorthair,,98199
August 02 2017,S100056,Oscar,Cat,Domestic Shorthair,,98118
August 02 2017,S102646,Gizmo,Cat,Domestic Shorthair,,98117
August 02 2017,S100376,Gracie,Cat,Domestic Shorthair,,98103
August 02 2017,584345,Fred,Cat,LaPerm,,98103
August 03 2017,S132161,Chester,Cat,Domestic Longhair,Mix,98126
August 03 2017,953840,Spencer,Cat,Domestic Shorthair,,98199
August 03 2017,897680,Gwen,Cat,Domestic Shorthair,,98199
August 03 2017,S132163,Trini,Cat,Domestic Shorthair,Mix,98109
August 03 2017,579057,Francine,Cat,Domestic Medium Hair,,98107
August 03 2017,579067,Penelope,Cat,Domestic Medium Hair,,98107
August 03 2017,S133694,Lucy,Cat,Domestic Shorthair,,98199
August 03 2017,S133927,Esme,Cat,American Shorthair,Domestic Shorthair,98107
August 03 2017,584340,Mitzi,Cat,American Shorthair,,98118
August 03 2017,S102910,Willie,Cat,Domestic Shorthair,Mix,98118
August 03 2017,576038,Desmond,Cat,American Shorthair,,98107
August 03 2017,577626,George,Cat,Domestic Shorthair,,98125
August 03 2017,569584,Henry,Cat,Domestic Shorthair,,98125
August 03 2017,577624,Pumpkin,Cat,Domestic Shorthair,,98125
August 03 2017,578930,Sassy,Cat,LaPerm,,98125
August 03 2017,584317,Cookie,Cat,Domestic Shorthair,,98115
August 03 2017,897244,Teddy,Cat,Domestic Shorthair,,98115
August 03 2017,579368,,Cat,Domestic Medium Hair,,98118
August 03 2017,S102160,Bergman,Cat,Domestic Shorthair,,98117
August 03 2017,578588,Mother Jones,Cat,Domestic Shorthair,,98119
August 03 2017,S104566,Aphrodite,Cat,Domestic Longhair,,98119
August 03 2017,574114,Mooshum,Cat,Siamese,,98146
August 03 2017,578975,Rani,Cat,Siamese,,98126
August 04 2017,S126442,Neptune,Cat,Domestic Shorthair,Mix,98115
August 04 2017,577724,Tilly,Cat,Domestic Medium Hair,Mix,98126
August 04 2017,577727,Max,Cat,Domestic Shorthair,,98126
August 04 2017,S102430,Fia,Cat,Domestic Shorthair,,98112
August 04 2017,S133744,Niblet,Cat,Domestic Medium Hair,,98112
August 04 2017,579061,George,Cat,Domestic Shorthair,,98133
August 04 2017,579033,Gracie,Cat,Domestic Shorthair,Siamese,98133
August 04 2017,579042,Waldo,Cat,Domestic Shorthair,,98133
August 04 2017,S100690,Gomba,Cat,Domestic Shorthair,Mix,98122
August 04 2017,S102745,Luna,Cat,Domestic Shorthair,,98112
August 04 2017,569968,Rocky,Cat,Domestic Shorthair,,98126
August 04 2017,569969,Roscoe,Cat,Domestic Shorthair,,98126
August 04 2017,S100653,Sybil,Cat,Domestic Longhair,Mix,98102
August 04 2017,568099,Petula,Cat,Domestic Shorthair,,98116
August 04 2017,584394,Alexander,Cat,Maine Coon,,98125
August 04 2017,S133920,Lily,Cat,Siberian,,98115
August 04 2017,S102362,JonSnow,Cat,Mix,,98106
August 04 2017,584320,Momma Kitty,Cat,LaPerm,,98122
August 04 2017,S100639,Jack,Cat,Domestic Shorthair,Mix,98102
August 04 2017,S100180,Twitch Navi,Cat,Domestic Medium Hair,Mix,98133
August 04 2017,574113,Arthur,Cat,Domestic Medium Hair,,98115
August 04 2017,825064,George,Cat,Domestic Longhair,,98115
August 04 2017,S133617,Rocky,Cat,Domestic Shorthair,,98119
August 04 2017,569425,Tippet,Cat,American Shorthair,,98118
August 04 2017,577646,Snow White,Cat,Angora,Mix,98109
August 04 2017,S102256,Hermi,Cat,Domestic Shorthair,,98107
August 04 2017,S102257,Myrah,Cat,Domestic Shorthair,,98107
August 04 2017,579006,Lulu,Cat,Domestic Medium Hair,,98136
August 04 2017,S133709,Ivy,Cat,Domestic Shorthair,,98112
August 04 2017,S101907,Poppy,Cat,Siamese,Mix,98117
August 04 2017,S100096,Serena,Cat,Domestic Medium Hair,,98107
August 04 2017,584123,Finch,Cat,Domestic Shorthair,,98102
August 04 2017,S133880,Katrina,Cat,Mix,,98133
August 04 2017,586609,Zippy,Cat,Domestic Medium Hair,,98112
August 04 2017,S100149,Quinn,Cat,Domestic Shorthair,Mix,98126
August 04 2017,S102166,,Cat,Domestic Shorthair,,98115
August 04 2017,584367,Lulu,Cat,Domestic Shorthair,,98115
August 04 2017,584391,Sophie,Cat,Snowshoe,,98115
August 04 2017,S133693,Murphy,Cat,Domestic Shorthair,,98119
August 05 2017,584535,Kiara,Cat,Domestic Shorthair,,98199
August 05 2017,S132674,Lara,Cat,Domestic Longhair,Mix,98112
August 05 2017,S132171,Artemis,Cat,Domestic Medium Hair,Mix,98133
August 05 2017,S100428,Heather,Cat,Domestic Shorthair,Mix,98119
August 05 2017,S132676,Willow,Cat,Domestic Shorthair,Mix,98144
August 05 2017,S132677,Rio,Cat,Domestic Shorthair,Mix,98125
August 06 2017,S132682,Alley,Cat,Domestic Shorthair,Mix,98126
August 06 2017,S132684,Naranja,Cat,Domestic Shorthair,Mix,98122
August 06 2017,S132683,Ceci,Cat,Domestic Shorthair,Mix,98122
August 06 2017,S132685,Sonic,Cat,Domestic Shorthair,Mix,98117
August 06 2017,S132692,Lily,Cat,Domestic Medium Hair,Mix,98121
August 06 2017,S132689,Franklin,Cat,Domestic Shorthair,Mix,98103
August 06 2017,S132691,Libby,Cat,Domestic Longhair,Mix,98199
August 07 2017,S133661,Yuzu Lawrence,Cat,Domestic Shorthair,,98109
August 07 2017,S103004,Daisy,Cat,Domestic Medium Hair,,98146
August 07 2017,S103005,Gatsby,Cat,Domestic Medium Hair,,98146
August 07 2017,S133788,Mao,Cat,Persian,British Shorthair,98119
August 07 2017,S103304,Bentley,Cat,Pixie-Bob,,98107
August 07 2017,586610,Cicia,Cat,Ragdoll,Siamese,98108
August 07 2017,586548,Dodo,Cat,Ragdoll,Siamese,98108
August 07 2017,S133855,Charlie,Cat,Domestic Shorthair,,98115
August 07 2017,S133854,Marlin,Cat,Domestic Shorthair,,98115
August 07 2017,584304,Buster,Cat,Domestic Shorthair,,98102
August 07 2017,584460,Peanut,Cat,Domestic Longhair,Maine Coon,98102
August 07 2017,569973,D. Max Macavity,Cat,Domestic Medium Hair,,98117
August 07 2017,569478,Edgar,Cat,Domestic Shorthair,,98133
August 07 2017,569479,Panda,Cat,Domestic Shorthair,,98133
August 07 2017,584387,Ajax,Cat,Domestic Shorthair,,98106
August 07 2017,584365,Gus,Cat,Domestic Longhair,,98106
August 07 2017,573377,Rain,Cat,Domestic Shorthair,,98107
August 07 2017,573378,Snow,Cat,Domestic Medium Hair,,98107
August 07 2017,586816,Watson,Cat,American Shorthair,,98103
August 07 2017,574136,Cali,Cat,Domestic Shorthair,,98119
August 07 2017,574137,Clio,Cat,Domestic Shorthair,,98119
August 07 2017,S113966,Harry,Cat,Domestic Shorthair,,98119
August 07 2017,584174,Micky,Cat,Domestic Medium Hair,,98115
August 07 2017,S133783,Cat,Cat,American Shorthair,,98102
August 08 2017,560568,Chelsea Trouble,Cat,Domestic Shorthair,,98115
August 08 2017,567919,Buddie,Cat,Domestic Shorthair,,98107
August 08 2017,S132695,Nozomi,Cat,Domestic Longhair,Mix,98108
August 08 2017,S119650,Simon,Cat,Domestic Shorthair,Mix,98125
August 08 2017,S100648,Quincy,Cat,Domestic Medium Hair,Mix,98117
August 08 2017,S133843,Spaz,Cat,American Shorthair,,98115
August 08 2017,586589,Dotson,Cat,Domestic Shorthair,,98103
August 08 2017,577659,Cooper,Cat,Domestic Shorthair,,98126
August 08 2017,577661,Matilda,Cat,Domestic Shorthair,,98126
August 08 2017,586729,Bear,Cat,Domestic Shorthair,,98115
August 08 2017,586730,Puma,Cat,Domestic Shorthair,,98115
August 08 2017,584446,Meeka,Cat,Domestic Shorthair,,98126
August 08 2017,584469,Xena,Cat,Domestic Shorthair,,98126
August 08 2017,577518,Mariah,Cat,Domestic Shorthair,,98106
August 08 2017,S102267,D.W,Cat,Domestic Longhair,,98136
August 08 2017,586646,Oka,Cat,Domestic Shorthair,,98103
August 08 2017,584368,Sugar,Cat,Persian,,98103
August 08 2017,S100636,Coraline,Cat,Domestic Medium Hair,Mix,98119
August 08 2017,572485,Petra,Cat,Siamese,Mix,98115
August 08 2017,S133702,Luna,Cat,Domestic Shorthair,,98144
August 08 2017,S133894,Lefty,Cat,Ragdoll,,98118
August 08 2017,576634,Zia,Cat,LaPerm,,98115
August 08 2017,S133768,Stellar,Cat,Mix,,98144
August 08 2017,731339,Harley Quinn,Cat,Domestic Medium Hair,,98115
August 08 2017,731340,Ivy,Cat,Domestic Shorthair,,98115
August 08 2017,586591,Chloe,Cat,Domestic Shorthair,,98126
August 08 2017,582854,Nelly,Cat,Domestic Shorthair,,98136
August 08 2017,569681,Mittzie,Cat,Ragdoll,,98112
August 08 2017,586518,Penny,Cat,Domestic Shorthair,,98109
August 08 2017,S102628,Hopscotch,Cat,Mix,,98144
August 08 2017,578571,Islay,Cat,Domestic Shorthair,,98119
August 08 2017,578600,Julius,Cat,Domestic Shorthair,,98119
August 08 2017,574018,Glitter,Cat,Domestic Medium Hair,,98118
August 08 2017,574169,Bunny,Cat,Domestic Shorthair,,98103
August 08 2017,584224,Yoko,Cat,Domestic Medium Hair,,98101
August 08 2017,S133695,Hermes,Cat,Domestic Shorthair,,98144
August 08 2017,584187,Data,Cat,Domestic Shorthair,,98103
August 08 2017,584186,Maple Syrup,Cat,Domestic Shorthair,,98103
August 08 2017,353597,'Alani,Cat,Domestic Shorthair,,98109
August 08 2017,586658,Nai'a,Cat,Domestic Shorthair,,98109
August 08 2017,S133838,Gracie,Cat,Domestic Shorthair,,98121
August 08 2017,586593,Ralph,Cat,Domestic Shorthair,,98121
August 08 2017,578524,Ali,Cat,Domestic Shorthair,Russian Blue,98107
August 08 2017,578521,Jazz,Cat,Domestic Shorthair,Russian Blue,98107
August 08 2017,578121,Kauai,Cat,Domestic Shorthair,,98103
August 08 2017,578122,Kyle,Cat,Domestic Shorthair,,98103
August 08 2017,S102371,Stringer,Cat,Domestic Longhair,Mix,98144
August 08 2017,S100345,,Cat,Domestic Shorthair,Mix,98133
August 08 2017,S100145,Thelma,Cat,Domestic Shorthair,Mix,
August 08 2017,833311,Oz,Cat,Domestic Shorthair,,98109
August 08 2017,716382,Mico,Cat,Domestic Shorthair,,98108
August 08 2017,577967,Kona,Cat,Siamese,Mix,98115
August 08 2017,S133743,Tomato Soup,Cat,Domestic Medium Hair,,98102
August 08 2017,560577,Clementine,Cat,Domestic Shorthair,,98144
August 08 2017,569668,JJ,Cat,Domestic Shorthair,,98115
August 08 2017,569669,Mimi,Cat,Domestic Shorthair,,98115
August 08 2017,578072,Willow,Cat,American Shorthair,,98115
August 08 2017,578769,Murphy,Cat,Domestic Shorthair,,98105
August 08 2017,433381,Julius,Cat,Domestic Longhair,,98107
August 08 2017,S133680,Jenny,Cat,LaPerm,,98122
August 08 2017,578885,Matou,Cat,Domestic Shorthair,,98122
August 08 2017,578771,Mimi,Cat,Domestic Shorthair,,98122
August 08 2017,578772,Oban,Cat,Domestic Shorthair,,98122
August 09 2017,S132399,Bumper,Cat,Domestic Shorthair,Mix,98116
August 09 2017,433235,Ebony,Cat,Domestic Shorthair,,98125
August 09 2017,S100342,Pascal,Cat,Domestic Medium Hair,Mix,98103
August 09 2017,579073,Budgie,Cat,Exotic Shorthair,,98112
August 09 2017,S102112,Brutus,Cat,Domestic Shorthair,,98102
August 09 2017,S102113,Pickle,Cat,Domestic Shorthair,,98102
August 09 2017,586866,Samus,Cat,Domestic Shorthair,,98103
August 09 2017,S134034,Kitwee,Cat,Domestic Shorthair,,98103
August 09 2017,584424,Nyota,Cat,American Shorthair,,98122
August 09 2017,S134001,Cinder,Cat,Domestic Shorthair,,98118
August 09 2017,584415,Fenway,Cat,American Shorthair,,98126
August 09 2017,578590,Michael Finnegan,Cat,Domestic Medium Hair,,98103
August 10 2017,S126446,Waldo,Cat,Domestic Medium Hair,Mix,98103
August 10 2017,S102281,Steve,Cat,Domestic Medium Hair,,98115
August 10 2017,579043,Cleo,Cat,Balinese,,98115
August 10 2017,731297,Gandalf,Cat,LaPerm,,98122
August 10 2017,731296,Minerva,Cat,LaPerm,,98122
August 10 2017,584573,Buddy,Cat,Domestic Shorthair,,98122
August 10 2017,586611,Gracie Mae,Cat,Domestic Longhair,,98119
August 10 2017,S134048,Archie,Cat,Domestic Shorthair,,98119
August 10 2017,S102766,Junebug,Cat,Domestic Shorthair,,98144
August 10 2017,S102767,Pasha Von Pink,Cat,Turkish Angora,,98144
August 10 2017,573409,Barnabas Collins,Cat,Domestic Shorthair,,98112
August 10 2017,824745,Dolly Madison (Maddie),Cat,Domestic Shorthair,,98112
August 10 2017,574132,Scout,Cat,Domestic Shorthair,,98118
August 10 2017,S102786,Mya,Cat,Domestic Longhair,,98125
August 10 2017,434261,Sophie,Cat,Domestic Shorthair,,98177
August 10 2017,378910,Leo,Cat,Persian,,98126
August 10 2017,584578,Chloe,Cat,American Shorthair,,98119
August 10 2017,586703,Teddy,Cat,Domestic Shorthair,,98119
August 10 2017,569432,Dinah,Cat,Domestic Medium Hair,,98115
August 10 2017,569431,Isabel,Cat,Domestic Shorthair,,98115
August 11 2017,S126448,Chompsky,Cat,Domestic Shorthair,,98103
August 11 2017,S126449,Lexi,Cat,Domestic Shorthair,Mix,98125
August 11 2017,s126450,Nectarine,Cat,Domestic Shorthair,Mix,98107
August 11 2017,S133430,Arthur,Cat,Siamese,Mix,98118
August 11 2017,S133431,Wendell,Cat,Domestic Shorthair,Mix,98118
August 11 2017,S133432,Ashley,Cat,Domestic Shorthair,Mix,98103
August 11 2017,429769,Asia,Cat,Domestic Shorthair,,98106
August 11 2017,429770,Rosie,Cat,Domestic Shorthair,,98106
August 11 2017,S102380,Peaches,Cat,Domestic Medium Hair,Mix,98101
August 11 2017,S102381,Stormy,Cat,Domestic Shorthair,Mix,98101
August 11 2017,433332,Fufu,Cat,Domestic Shorthair,,98199
August 11 2017,433331,Latka,Cat,Domestic Shorthair,,98199
August 11 2017,S132182,Latisha,Cat,Domestic Shorthair,Mix,98121
August 11 2017,569909,Porter,Cat,Domestic Medium Hair,,98107
August 11 2017,898453,Boots,Cat,LaPerm,,98126
August 11 2017,898454,Stinker,Cat,Domestic Shorthair,,98126
August 11 2017,S134070,Cletus,Cat,Domestic Shorthair,,98117
August 11 2017,584335,Lewis,Cat,Domestic Shorthair,,98199
August 11 2017,578240,Tricky,Cat,Domestic Longhair,,98117
August 11 2017,S134006,Goldie,Cat,American Shorthair,,98112
August 11 2017,584266,Ebony,Cat,Domestic Shorthair,,98119
August 11 2017,586719,Ivan Karacic,Cat,Domestic Medium Hair,,98106
August 12 2017,S126453,Mars,Cat,Domestic Shorthair,Mix,98108
August 12 2017,S133440,Russell,Cat,Domestic Shorthair,Mix,98119
August 12 2017,S133441,,Cat,Domestic Shorthair,Mix,98199
August 12 2017,S133442,Arnold,Cat,Domestic Shorthair,Mix,98133
August 12 2017,S133445,Audrey,Cat,Domestic Shorthair,,98199
August 12 2017,S133446,Katniss,Cat,Domestic Shorthair,,98107
August 13 2017,S100615,Zora,Cat,Domestic Medium Hair,Mix,98108
August 13 2017,S133451,Madam X,Cat,Domestic Shorthair,Mix,98109
August 13 2017,S133452,Gus,Cat,Domestic Shorthair,Mix,98103
August 13 2017,S133453,King Henry,Cat,Siamese,Mix,98103
August 13 2017,S133458,Magic,Cat,Domestic Shorthair,Mix,98106
August 14 2017,586801,Baby,Cat,Domestic Longhair,,98125
August 14 2017,569702,Pacino,Cat,Bengal,,98115
August 14 2017,S102407,Yuko,Cat,Domestic Longhair,,98125
August 14 2017,S100659,Bethany,Cat,Domestic Shorthair,Mix,98105
August 14 2017,S134179,Bella,Cat,Siberian,,98118
August 14 2017,952827,Leonardo,Cat,Maine Coon,,98112
August 14 2017,573255,Michaelangelo,Cat,Maine Coon,,98112
August 14 2017,569404,,Cat,Domestic Medium Hair,,98136
August 14 2017,586578,Lilith,Cat,Domestic Shorthair,,98146
August 15 2017,S126456,Simeon,Cat,Domestic Shorthair,Mix,98122
August 15 2017,S126457,Kelly,Cat,Domestic Shorthair,Mix,98122
August 15 2017,S126458,Michelle,Cat,Domestic Shorthair,Mix,98199
August 15 2017,573319,Willow,Cat,Domestic Longhair,,98103
August 15 2017,S132184,Newt,Cat,Domestic Shorthair,Mix,98103
August 15 2017,569752,Brouhaha,Cat,Domestic Shorthair,,98115
August 15 2017,569751,Ballyhoo,Cat,Domestic Medium Hair,,98115
August 15 2017,434057,Itchi,Cat,Domestic Shorthair,,98117
August 15 2017,434058,Semi,Cat,Domestic Shorthair,,98117
August 15 2017,S132187,Thundergriffths,Cat,Domestic Medium Hair,Mix,98109
August 15 2017,S102816,Miyavi,Cat,Domestic Shorthair,,98101
August 15 2017,S134198,Mischief,Cat,Domestic Shorthair,,98126
August 15 2017,577602,Otis,Cat,Domestic Shorthair,,98122
August 15 2017,578150,Rupert,Cat,Domestic Shorthair,,98115
August 15 2017,578170,Hazel,Cat,Domestic Longhair,,98118
August 15 2017,578169,Luna,Cat,Siamese,Mix,98118
August 15 2017,573400,,Cat,Domestic Shorthair,,98144
August 15 2017,570074,Brutus,Cat,Domestic Shorthair,,98115
August 15 2017,570075,Julius,Cat,Domestic Shorthair,,98115
August 15 2017,573187,Cassia,Cat,Domestic Shorthair,,98109
August 15 2017,569839,Hairy,Cat,Siamese,,98122
August 15 2017,77116,Yaz,Cat,Domestic Shorthair,,98119
August 15 2017,577957,Lucy,Cat,Domestic Shorthair,,98115
August 15 2017,S100606,Dijon,Cat,Domestic Shorthair,Mix,98104
August 15 2017,S134202,Darwin,Cat,Domestic Shorthair,Mix,98117
August 15 2017,584359,Annabel,Cat,Domestic Shorthair,,98133
August 15 2017,584339,Wilkie,Cat,Domestic Shorthair,,98133
August 15 2017,S134142,Breeze,Cat,Domestic Shorthair,,98144
August 15 2017,586717,Cowan,Cat,American Shorthair,,98117
August 15 2017,584437,Rosencrantz,Cat,Bengal,,98103
August 15 2017,584380,Colette,Cat,Domestic Shorthair,Siamese,98112
August 15 2017,S100695,Baby,Cat,Domestic Shorthair,Mix,98112
August 15 2017,586826,Denali,Cat,Domestic Longhair,,98119
August 15 2017,573452,Salsa,Cat,Domestic Longhair,,98103
August 15 2017,573458,Shark,Cat,Domestic Longhair,,98103
August 15 2017,578291,Boris,Cat,Siamese,Domestic Shorthair,98105
August 15 2017,578343,Natasha,Cat,Siamese,Domestic Medium Hair,98105
August 15 2017,586720,Haji,Cat,Domestic Medium Hair,,98105
August 15 2017,S100358,Roushe,Cat,Domestic Shorthair,,98144
August 15 2017,586848,McCovey,Cat,Domestic Medium Hair,Maine Coon,98107
August 15 2017,S134183,Digby,Cat,Domestic Longhair,,98115
August 15 2017,S134184,Leroy,Cat,American Shorthair,,98115
August 15 2017,S134121,Millie,Cat,Domestic Shorthair,,98122
August 15 2017,S102934,Blackie,Cat,Domestic Shorthair,,98126
August 15 2017,S102445,Che,Cat,Domestic Medium Hair,,98126
August 15 2017,S134211,Goose,Cat,Domestic Medium Hair,,98107
August 15 2017,S134212,Iceman,Cat,Domestic Medium Hair,,98107
August 15 2017,S134213,Maverick,Cat,Domestic Medium Hair,,98107
August 15 2017,586621,Liza,Cat,Ragdoll,,98119
August 15 2017,S102081,,Cat,Siamese,,98144
August 15 2017,436712,Lemur,Cat,Domestic Shorthair,,98117
August 15 2017,571351,Panther,Cat,Domestic Shorthair,Mix,98117
August 16 2017,S133462,Kimba,Cat,Himalayan,Tiffany,98103
August 16 2017,578991,Tomatillo,Cat,Domestic Shorthair,,98199
August 16 2017,S100344,Martin,Cat,Domestic Shorthair,Mix,98133
August 16 2017,584338,Rorschach,Cat,Domestic Shorthair,,98116
August 16 2017,573167,,Cat,Domestic Shorthair,,98115
August 16 2017,573166,,Cat,Domestic Shorthair,,98115
August 16 2017,574483,,Cat,Snowshoe,,98126
August 16 2017,S134210,Shylock,Cat,Mix,,98101
August 16 2017,S100434,Bella,Cat,Norwegian Forest,Mix,98119
August 16 2017,586590,Cosmo,Cat,Snowshoe,,98107
August 17 2017,S132197,Molly,Cat,Domestic Longhair,,98144
August 17 2017,S132198,Indiana,Cat,Domestic Shorthair,Mix,98122
August 17 2017,S132199,Zoey,Cat,Domestic Medium Hair,Mix,98199
August 17 2017,569484,Reilly,Cat,Domestic Shorthair,,98115
August 17 2017,733365,Ash,Cat,Domestic Shorthair,,98105
August 17 2017,S127862,Moby,Cat,Manx,Domestic Shorthair,98116
August 17 2017,S134715,Rusty,Cat,Domestic Longhair,,98177
August 17 2017,S134716,Sophie,Cat,Domestic Shorthair,,98177
August 18 2017,S102370,Avon,Cat,Domestic Shorthair,Mix,98144
August 18 2017,443538,Mj,Cat,LaPerm,,98117
August 18 2017,428544,Penelope,Cat,Domestic Shorthair,,98107
August 18 2017,S132698,Callie,Cat,LaPerm,,98146
August 18 2017,434789,Minou,Cat,Domestic Shorthair,,98125
August 18 2017,434715,Joey,Cat,Domestic Shorthair,,98118
August 18 2017,428860,Sweetie pie,Cat,Domestic Shorthair,,98103
August 18 2017,428889,Sparrow,Cat,Domestic Shorthair,,98103
August 18 2017,S100019,Hooper,Cat,Domestic Longhair,Mix,98106
August 18 2017,S100020,Rosie,Cat,Domestic Longhair,Mix,98106
August 18 2017,S100427,Baxter,Cat,Domestic Shorthair,Mix,98106
August 18 2017,578012,Chewbacca,Cat,Domestic Longhair,,98108
August 18 2017,S134777,Josephine,Cat,Domestic Shorthair,,98117
August 18 2017,S134772,Popoki,Cat,Siamese,,98122
August 18 2017,566099,Sadie,Cat,Domestic Shorthair,,98109
August 18 2017,586529,Rhys,Cat,Domestic Shorthair,,98118
August 18 2017,S103089,Spook,Cat,Domestic Medium Hair,,98178
August 18 2017,S102447,Chloe,Cat,Siamese,,98118
August 18 2017,578579,Jessie,Cat,Domestic Longhair,,98105
August 18 2017,578008,Charlotte,Cat,LaPerm,,98112
August 18 2017,S102831,Louise,Cat,Domestic Medium Hair,,98112
August 18 2017,964678,Dante,Cat,Domestic Shorthair,,98103
August 19 2017,S126466,Malachi,Cat,Domestic Medium Hair,Mix,98116
August 19 2017,578952,Max,Cat,Domestic Longhair,,98126
August 19 2017,S132878,Eddie,Cat,Domestic Medium Hair,Mix,98144
August 19 2017,208273,Winston,Cat,Domestic Shorthair,,
